Genus_&_Specie,genero_etiqueta,Time,Location_encoded,Zone_encoded,Habitat_encoded,Incisor_Size_encoded,Jaw_Shape_encoded,Torus_Supraorbital_encoded,Prognathism_encoded,Foramen_encoded,Canine_Size_encoded,Canines_Shape_encoded,Tooth_Enamel_encoded,Tecno_encoded,tecno_type_mapping_encoded,Biped_encoded,foots_encoded,Diet_encoded,Sexual_Dimorphism_encoded,Hip_encoded,Vertical_Front_encoded,Anatomy_encoded,Migrated_encoded,genero_especie_num
"Homo Neanderthalensis
",Homo tardío,0.66425493,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
hominino Sahelanthropus tchadensis,Homininos,6.90686994,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Paranthropus Aethiopicus,Paranthropus,2.54697824,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Homo Sapiens,Homo tardío,0.21731821,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Homo Naledi,Otros,0.34129515,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Australopithecus Garhi,Australopithecus,2.6892875,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
Homo Rudolfensis,Homo temprano,2.39342573,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Ergaster,Homo temprano,1.94111896,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Heidelbergensis,Homo temprano,0.89163724,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Georgicus,Homo temprano,2.12151475,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Antecesor,Homo temprano,1.5330083,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Australopithecus Bahrelghazali,Australopithecus,3.30079329,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Homo Floresiensis,Otros,0.12442415,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Erectus,Homo temprano,1.68339953,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Rodhesiensis,Homo tardío,0.95415133,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Homo Erectus,Homo temprano,1.39757631,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Rudolfensis,Homo temprano,2.67519124,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
hominino Sahelanthropus tchadensis,Homininos,7.6029032,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Australopithecus Afarensis,Australopithecus,3.99160823,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Habilis,Homo temprano,2.28291762,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Floresiensis,Otros,0.60316228,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Australopithecus Sediba,Australopithecus,1.81388584,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Paranthropus Boisei,Paranthropus,2.16603146,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Georgicus,Homo temprano,2.19252309,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Floresiensis,Otros,0.72809415,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Habilis,Homo temprano,2.42708603,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Erectus,Homo temprano,1.51943338,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Habilis,Homo temprano,2.71282784,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Paranthropus Boisei,Paranthropus,2.85505134,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Australopithecus Sediba,Australopithecus,1.627297,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Habilis,Homo temprano,2.63350958,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Floresiensis,Otros,0.47588967,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Sapiens,Homo tardío,0.63950608,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
"Homo Neanderthalensis
",Homo tardío,0.6444447,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Australopithecus Sediba,Australopithecus,1.66027616,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Rodhesiensis,Homo tardío,1.27422848,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Anamensis,Australopithecus,4.59746396,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Paranthropus Boisei,Paranthropus,2.45187785,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Australopithecus Bahrelghazali,Australopithecus,3.53475271,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Paranthropus Aethiopicus,Paranthropus,3.27708992,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Australopithecus Garhi,Australopithecus,2.69699378,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
hominino Sahelanthropus tchadensis,Homininos,7.39938138,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Australopithecus Anamensis,Australopithecus,4.83764281,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Homo Naledi,Otros,0.28842581,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Australopithecus Africanus,Australopithecus,3.57668934,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Sapiens,Homo tardío,0.68619837,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Homo Floresiensis,Otros,0.51441932,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
hominino Ardipithecus ramidus / kabadda,Homininos,3.77456125,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Homo Sapiens,Homo tardío,0.67969284,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Australopithecus Africanus,Australopithecus,3.76402375,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Rodhesiensis,Homo tardío,1.01531202,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Paranthropus Boisei,Paranthropus,2.51608752,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Rudolfensis,Homo temprano,2.38836098,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
hominino Orrorin tugenencin,Homininos,6.61558139,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Georgicus,Homo temprano,2.30641642,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Rudolfensis,Homo temprano,2.32284972,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Australopithecus Anamensis,Australopithecus,4.57570088,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Paranthropus Aethiopicus,Paranthropus,2.87075988,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Paranthropus Robustus,Paranthropus,1.60717655,0,2,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,11
hominino Sahelanthropus tchadensis,Homininos,7.41024892,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Floresiensis,Otros,0.61681474,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Paranthropus Boisei,Paranthropus,2.81593365,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Naledi,Otros,0.1027617,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Homo Georgicus,Homo temprano,2.04977084,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Naledi,Otros,0.34498957,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Homo Rodhesiensis,Homo tardío,0.84176331,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Afarensis,Australopithecus,4.3994822,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Australopithecus Afarensis,Australopithecus,4.26508528,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Erectus,Homo temprano,1.98525544,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Ergaster,Homo temprano,2.03056877,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Floresiensis,Otros,0.44263327,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Paranthropus Boisei,Paranthropus,2.3670814,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Paranthropus Boisei,Paranthropus,2.3280891,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Naledi,Otros,0.66614668,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Homo Georgicus,Homo temprano,2.44766088,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Australopithecus Bahrelghazali,Australopithecus,3.38218653,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Australopithecus Bahrelghazali,Australopithecus,3.86895362,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Paranthropus Aethiopicus,Paranthropus,3.10908007,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Homo Floresiensis,Otros,0.71537117,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Heidelbergensis,Homo temprano,1.1888,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Naledi,Otros,0.30291873,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Homo Naledi,Otros,0.5425048,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
hominino Orrorin tugenencin,Homininos,5.98750616,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Australopithecus Bahrelghazali,Australopithecus,3.85509866,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
hominino Sahelanthropus tchadensis,Homininos,7.51308545,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Australopithecus Afarensis,Australopithecus,3.75193631,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Australopithecus Anamensis,Australopithecus,4.88381798,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Homo Sapiens,Homo tardío,0.11594872,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
hominino Ardipithecus ramidus / kabadda,Homininos,3.86185703,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Homo Heidelbergensis,Homo temprano,0.39207132,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Australopithecus Anamensis,Australopithecus,4.50069516,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Australopithecus Africanus,Australopithecus,4.06396952,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Australopithecus Garhi,Australopithecus,2.28112544,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
Homo Sapiens,Homo tardío,0.99635198,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
hominino Orrorin tugenencin,Homininos,6.44363585,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
hominino Ardipithecus ramidus / kabadda,Homininos,3.87969605,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Australopithecus Sediba,Australopithecus,1.65676306,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Australopithecus Sediba,Australopithecus,1.63962119,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Rodhesiensis,Homo tardío,1.06906826,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Garhi,Australopithecus,2.38278023,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
hominino Orrorin tugenencin,Homininos,5.85582624,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Habilis,Homo temprano,2.30628121,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Antecesor,Homo temprano,1.28517754,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Paranthropus Boisei,Paranthropus,2.28386692,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
"Homo Neanderthalensis
",Homo tardío,0.43300597,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Australopithecus Sediba,Australopithecus,2.14134324,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Paranthropus Robustus,Paranthropus,1.70892987,0,2,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,11
Homo Heidelbergensis,Homo temprano,0.29444553,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Floresiensis,Otros,0.04060355,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Paranthropus Aethiopicus,Paranthropus,2.33099045,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Homo Ergaster,Homo temprano,1.50132977,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Heidelbergensis,Homo temprano,0.43015575,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Paranthropus Boisei,Paranthropus,2.0537342,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Floresiensis,Otros,0.67957259,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
hominino Orrorin tugenencin,Homininos,5.84608438,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Australopithecus Sediba,Australopithecus,2.15533395,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Antecesor,Homo temprano,0.84140149,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Rodhesiensis,Homo tardío,0.38360846,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Garhi,Australopithecus,2.33454358,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
Homo Sapiens,Homo tardío,0.46714751,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Homo Floresiensis,Otros,0.13731079,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Paranthropus Aethiopicus,Paranthropus,2.9509778,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Paranthropus Aethiopicus,Paranthropus,2.57593229,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
hominino Sahelanthropus tchadensis,Homininos,6.87005724,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Floresiensis,Otros,0.03708614,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Ergaster,Homo temprano,1.68189746,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Paranthropus Boisei,Paranthropus,2.00699977,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Ergaster,Homo temprano,1.22137061,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Heidelbergensis,Homo temprano,0.73850208,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Georgicus,Homo temprano,1.96650844,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Paranthropus Boisei,Paranthropus,2.559852,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
"Homo Neanderthalensis
",Homo tardío,0.59661263,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Paranthropus Aethiopicus,Paranthropus,2.57979952,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Australopithecus Afarensis,Australopithecus,4.19038962,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Australopithecus Bahrelghazali,Australopithecus,4.02219663,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Australopithecus Anamensis,Australopithecus,4.6469483,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
hominino Orrorin tugenencin,Homininos,6.56543246,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Sapiens,Homo tardío,0.10886877,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Homo Floresiensis,Otros,0.70464876,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Paranthropus Aethiopicus,Paranthropus,2.98262241,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Homo Antecesor,Homo temprano,1.28739349,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Erectus,Homo temprano,1.30319138,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Floresiensis,Otros,0.79406851,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Australopithecus Africanus,Australopithecus,3.22086491,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Ergaster,Homo temprano,2.11980695,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Australopithecus Africanus,Australopithecus,3.48648311,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Erectus,Homo temprano,1.33266085,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Ergaster,Homo temprano,1.38374131,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Ergaster,Homo temprano,2.10511197,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Paranthropus Boisei,Paranthropus,2.76492792,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Australopithecus Africanus,Australopithecus,4.0311842,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Heidelbergensis,Homo temprano,0.93393269,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Ergaster,Homo temprano,1.28799559,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
hominino Orrorin tugenencin,Homininos,6.09965614,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Rudolfensis,Homo temprano,3.09405354,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Rudolfensis,Homo temprano,2.25714516,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Paranthropus Aethiopicus,Paranthropus,3.19935385,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Paranthropus Robustus,Paranthropus,2.053639,0,2,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,11
hominino Sahelanthropus tchadensis,Homininos,7.4365325,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Antecesor,Homo temprano,1.48948406,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Paranthropus Aethiopicus,Paranthropus,2.61415764,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
hominino Sahelanthropus tchadensis,Homininos,7.39317439,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Floresiensis,Otros,0.18052659,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
hominino Sahelanthropus tchadensis,Homininos,7.39010012,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Rodhesiensis,Homo tardío,0.62064526,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Anamensis,Australopithecus,4.69291977,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Homo Antecesor,Homo temprano,1.00254882,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Naledi,Otros,0.74725525,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Homo Rodhesiensis,Homo tardío,0.90356981,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Sediba,Australopithecus,1.92958162,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Australopithecus Sediba,Australopithecus,2.48113989,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Sapiens,Homo tardío,0.55591742,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Paranthropus Aethiopicus,Paranthropus,3.19604706,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Homo Habilis,Homo temprano,2.6612505,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Heidelbergensis,Homo temprano,0.86867388,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Sapiens,Homo tardío,0.74852209,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Australopithecus Anamensis,Australopithecus,4.11433938,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Homo Rudolfensis,Homo temprano,2.33780257,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Habilis,Homo temprano,2.76187996,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Rodhesiensis,Homo tardío,0.30397505,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Anamensis,Australopithecus,4.02504238,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Australopithecus Sediba,Australopithecus,2.59417417,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Floresiensis,Otros,0.45256652,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Antecesor,Homo temprano,0.71715871,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Naledi,Otros,0.67612487,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Paranthropus Boisei,Paranthropus,2.57525145,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
