genero_etiqueta,Time,Location_encoded,Zone_encoded,Habitat_encoded,Cranial_Capacity,Height,Incisor_Size_encoded,Jaw_Shape_encoded,Torus_Supraorbital_encoded,Prognathism_encoded,Foramen_encoded,Canine_Size_encoded,Canines_Shape_encoded,Tooth_Enamel_encoded,Tecno_encoded,tecno_type_mapping_encoded,Biped_encoded,foots_encoded,Diet_encoded,Sexual_Dimorphism_encoded,Hip_encoded,Vertical_Front_encoded,Anatomy_encoded,Migrated_encoded,genero_etiqueta_num,genero_especie_num
Homo temprano,2.10446926,1,3,3,668.53666,155.82884,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,1.19035175,2,0,1,1249.99497,175.86253,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo tardío,0.84157144,2,0,1,1016.2643,153.95502,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homininos,6.62960044,0,1,1,72.68857,129.05262,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Paranthropus,2.73405743,0,1,0,418.84423,106.30645,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,2.89340497,0,1,2,394.70576,117.40822,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo tardío,0.04893731,0,1,3,1172.17828,178.95026,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.49124136,0,1,3,877.20069,166.64797,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Otros,0.80655573,1,1,0,344.3568,108.14783,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,3.98232077,0,0,2,413.88536,127.33711,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,2.70133232,0,1,3,648.44859,122.71984,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homo tardío,0.44242679,0,1,3,1097.28977,174.54048,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Otros,0.73327386,1,1,0,436.008,101.41936,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Otros,0.1260267,0,2,1,344.43711,139.12337,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homininos,7.06955198,0,0,2,116.86849,81.06176,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Paranthropus,2.36302225,0,1,1,497.23442,111.42177,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Paranthropus,2.17197861,0,2,1,406.25193,129.93005,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Paranthropus,2.21191248,0,2,1,366.02021,117.78459,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homininos,4.60023539,0,1,2,266.05848,118.0278,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homininos,4.45648759,0,1,2,191.49121,112.69821,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,1.94867865,0,2,2,501.49799,113.58455,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Paranthropus,2.50757508,0,1,1,496.7931,115.53514,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homininos,4.43884403,0,1,2,297.44363,112.35346,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo tardío,0.67405314,0,1,3,1149.83631,143.83915,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homininos,5.78869748,0,1,1,58.74655,121.3644,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,2.40857359,0,1,2,486.13586,120.93355,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homininos,7.37188103,0,0,2,211.75386,90.59285,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homininos,6.41303325,0,1,1,183.40131,112.09886,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Paranthropus,2.21877338,0,1,1,495.11874,110.01542,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Paranthropus,2.80443006,0,1,0,415.03664,100.87014,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,2.28066621,1,3,3,699.36923,143.78598,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,1.18921758,2,3,3,941.18025,160.7646,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Otros,0.38878812,1,1,0,392.49268,99.58515,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,1.45884092,0,1,3,942.86733,162.19599,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,4.00020299,0,2,1,612.75847,108.46631,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homininos,6.21640751,0,1,1,293.53083,122.83964,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,0.46967717,2,0,1,1444.56477,168.63551,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Otros,0.61954866,0,2,1,336.36033,121.34565,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo tardío,0.5163777,0,1,3,1183.70513,173.02341,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.98462234,1,3,3,981.59472,169.26767,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.83749617,1,3,3,1160.7098,157.99605,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Otros,0.28841891,1,1,0,193.53449,99.55009,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homininos,7.60527206,0,0,2,104.33441,84.50367,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Otros,0.56908706,0,2,1,471.18079,136.26342,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homininos,6.9803028,0,0,2,167.17882,93.65239,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Paranthropus,2.79910915,0,1,0,379.97049,105.27948,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo tardío,0.35764082,0,1,3,1224.34538,163.12835,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.84834171,1,3,3,790.9344,147.31932,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,5.8042539,0,1,1,88.99963,110.42341,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homininos,5.8072161,0,1,1,221.73145,119.58769,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,3.61759898,0,0,2,250.01064,124.96437,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,4.00688997,0,2,1,627.41336,116.47268,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,3.7018175,0,0,2,255.88526,115.45116,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,6.72230089,0,0,2,26.43827,84.16361,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo tardío,1.04171725,0,1,3,1231.93285,142.07068,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,4.87191368,0,1,1,317.16975,129.58597,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,0.83456044,2,0,1,1281.38791,181.78555,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,0.89072628,2,0,1,1248.21309,183.05021,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Otros,0.90450896,1,1,0,282.87216,102.75416,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Paranthropus,2.53721241,0,2,1,473.30365,118.72579,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,1.37557718,1,3,3,959.38129,162.579,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,2.31583196,0,2,2,418.26572,100.1306,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Otros,0.34754332,0,2,1,335.30391,136.69757,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Australopithecus,3.00927547,0,1,2,252.28518,118.84409,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Paranthropus,2.10820049,0,2,1,448.00595,128.74094,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,0.40385699,2,0,1,1191.02941,168.70348,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,1.30799705,1,3,3,1090.91708,155.70937,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homininos,4.13664573,0,1,2,276.99788,112.7084,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo temprano,1.66580075,0,1,3,758.76472,161.10538,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,2.41375504,0,1,1,523.13763,115.52731,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Paranthropus,2.25220683,0,1,1,618.59193,116.71953,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo tardío,0.84345301,0,1,3,1087.66516,150.27208,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,4.75775891,0,1,1,415.32488,124.00718,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Otros,0.32262841,1,1,0,281.61102,93.47275,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,3.96609513,0,2,1,568.94611,106.65449,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo tardío,0.66566775,0,1,3,1209.67688,140.47309,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,0.66631728,2,0,1,1385.05243,166.03813,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,3.73373343,0,2,1,464.5219,118.93552,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homininos,7.39542937,0,0,2,22.03778,95.02761,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,1.0046172,2,0,1,1292.71916,184.45944,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Paranthropus,2.41939647,0,2,1,551.87447,127.85399,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.40486159,0,1,3,1202.13088,161.65329,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Otros,0.93696625,0,2,1,224.75858,131.71278,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Australopithecus,3.97408154,0,0,2,166.51709,129.96756,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Otros,0.01103667,0,2,1,286.10856,139.96598,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,2.54662937,0,1,3,561.63776,134.96515,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Australopithecus,4.0340362,0,1,1,289.00203,129.8716,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,3.72456362,0,1,2,429.61365,107.20262,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,4.1135786,0,1,2,226.46469,134.77644,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo tardío,0.53536473,0,1,3,1084.8196,175.28828,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Australopithecus,3.71713097,0,0,2,267.2477,115.74697,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Paranthropus,2.71671812,0,1,0,335.14259,114.46972,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homininos,7.17282468,0,0,2,33.18214,89.24199,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo tardío,1.262097,0,1,3,1012.09716,143.78751,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Otros,0.81307818,1,1,0,287.34609,96.09528,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homininos,7.68052231,0,0,2,23.27153,96.51364,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,1.06710745,1,3,3,1116.36118,167.24219,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,4.01982098,0,1,2,491.12531,130.73917,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,1.19908467,2,3,3,1033.20766,173.02694,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Paranthropus,2.68473779,0,1,0,551.85726,113.57883,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo tardío,0.75921467,0,1,3,1191.01973,154.98112,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,4.35118704,0,1,1,462.52518,113.23923,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Paranthropus,2.31415499,0,2,1,424.7883,112.12579,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.75843151,0,1,3,1234.57608,167.43505,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.49105331,2,3,3,900.18182,170.24286,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo temprano,1.77970262,0,1,3,873.41315,155.32933,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo tardío,0.04854677,2,0,1,1038.30457,168.28399,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Australopithecus,4.34375076,0,1,1,395.78122,129.91088,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,0.34600356,2,0,1,1437.76276,178.66658,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo tardío,0.13389378,0,1,3,1099.36735,163.91764,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Australopithecus,2.32956086,0,1,2,524.83201,119.13095,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Australopithecus,3.15219734,0,1,2,345.69081,120.81624,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo temprano,1.88270515,0,1,3,827.59044,157.47316,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,3.76409734,0,1,2,260.61638,120.85157,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,3.73886321,0,1,2,271.27305,128.84264,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,2.27827692,0,1,3,694.60567,136.11121,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homininos,6.73838456,0,0,2,75.87595,85.65956,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Australopithecus,2.86725713,0,1,2,270.99807,110.51762,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Australopithecus,3.62766416,0,0,2,211.89769,111.98528,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo tardío,0.60652062,0,1,3,1324.02459,173.25893,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.46148016,0,1,0,499.91766,117.17402,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,3.43036519,0,2,1,519.60463,100.87717,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,3.55767612,0,2,1,567.74485,114.04768,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Paranthropus,2.49467806,0,1,1,631.80277,114.18487,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Otros,0.88066101,1,1,0,397.9017,103.16051,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo tardío,0.82746994,0,1,3,1364.98298,166.42171,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.46632381,0,2,1,649.4404,111.64082,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,1.88073486,0,1,3,926.67936,162.00589,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,2.80009412,0,1,0,367.10976,110.62902,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,1.182787,2,3,3,999.02061,164.30628,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,3.06590689,0,1,2,416.04116,117.95277,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo temprano,2.77595656,0,1,3,605.18581,128.73836,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Australopithecus,3.92524257,0,1,1,262.63637,123.21219,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Australopithecus,4.13288042,0,1,2,248.17799,128.38873,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,1.98334508,1,3,3,968.91465,166.55997,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.68505322,1,3,3,600.56672,145.91459,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,6.32286238,0,1,1,198.15188,118.51853,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,1.78088495,1,3,3,917.33633,152.05424,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.4978848,1,3,3,1089.29224,166.66129,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.68107943,1,3,3,627.2972,140.64996,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,1.06649764,2,0,1,1407.51277,173.22153,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,2.38776968,0,1,2,402.35391,115.84116,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Paranthropus,2.22515956,0,1,1,606.94378,108.13612,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo temprano,0.72207644,2,0,1,1434.42909,171.56947,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,3.32111687,0,0,2,395.35562,119.22748,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,2.33201649,0,1,3,737.13668,134.84962,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Australopithecus,4.23322197,0,1,1,251.8535,110.96692,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,1.09390377,1,3,3,1051.93297,156.26345,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homininos,4.5933231,0,1,2,313.36347,102.79474,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,4.11868283,0,1,1,452.64053,113.59775,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Paranthropus,2.05889155,0,2,1,519.68672,120.94658,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.54025901,2,0,1,983.05145,163.8118,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Australopithecus,4.20134079,0,1,2,319.20981,127.27976,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Otros,0.79010719,0,2,1,329.95954,132.80002,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,2.69500271,0,1,3,594.77264,126.08763,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homo temprano,0.79202968,2,0,1,1425.73763,169.60625,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,1.64996722,0,2,2,437.7932,119.16559,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Australopithecus,3.63929762,0,2,1,663.64258,106.30522,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Otros,0.0563049,1,1,0,440.733,93.88296,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,2.39342573,0,1,3,772.985,138.44287,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homininos,5.78670954,0,1,1,56.15686,129.32193,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,1.8691026,1,3,3,652.06799,145.98011,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,6.49619621,0,1,1,37.87162,128.11825,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homininos,7.398863,0,0,2,197.44152,88.10754,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,2.45281508,1,3,3,790.12518,147.96212,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,1.36802175,1,3,3,1122.25134,151.14178,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.40451233,1,3,3,970.31927,151.31787,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,3.56975469,0,0,2,387.757,121.54173,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,2.20757539,0,1,3,695.27325,120.60635,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homo temprano,2.30611443,0,1,3,671.26601,137.54094,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Paranthropus,1.92018974,0,2,1,411.64464,127.02108,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Australopithecus,2.48832589,0,1,2,462.03918,126.17361,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo tardío,0.67034654,2,0,1,1147.36129,162.95778,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Paranthropus,2.85490255,0,1,0,473.59015,102.85017,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Otros,0.58278376,0,2,1,480.29549,129.3933,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,0.81870166,2,0,1,1196.6601,173.67669,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,1.73569675,1,3,3,940.2854,153.7727,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,4.85064741,0,1,1,219.31642,125.65302,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Australopithecus,3.46629022,0,0,2,445.87804,114.02612,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,3.75232619,0,1,2,336.63947,103.65557,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo temprano,1.22360028,2,3,3,1072.65139,170.29218,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,2.39934752,0,1,2,302.42703,128.14471,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo tardío,0.55591742,0,1,3,1252.4159,171.11367,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Australopithecus,4.27228486,0,1,2,258.92772,130.4776,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,4.40719102,0,1,2,221.07115,132.53414,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,1.34048561,1,3,3,1197.97395,156.3043,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Paranthropus,2.97409008,0,1,0,418.9509,116.71802,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo tardío,0.05207009,0,1,3,1247.00173,160.7094,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.44715426,0,2,1,580.49988,127.24848,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Australopithecus,3.47799851,0,0,2,185.37772,115.16144,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,2.09337424,1,3,3,772.46006,147.44034,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,3.63166517,0,1,2,266.97167,134.17453,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,0.99107679,2,3,3,947.67361,168.09744,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo temprano,1.48218771,2,3,3,915.99197,164.75841,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo tardío,0.2334069,2,0,1,989.81043,154.19618,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Otros,0.97170184,1,1,0,248.96444,100.19271,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,1.85477789,1,3,3,675.20728,149.06085,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,6.52544827,0,1,1,287.38646,126.81739,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,3.62034123,0,0,2,175.6086,125.27253,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,3.78934058,0,0,2,402.45834,123.25642,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
